id,original,simplified
3550,"Lo importante, entonces, es tener claro los objetivos y metas de la inversión, en qué se va a invertir y qué beneﬁcios se esperan lograr.",Es importante aclarar los objetivos y las metas de la inversión.
3551,"Por lo general, se orientan hacia el mercado de capitales, pero también hay diversas opciones como las inversiones en educación propia y previsiones para el futuro cuando tenga sus hijos e hijas, en bienes inmobiliarios, en la creación de empresas y microempresas, en la participación por medio de acciones en empresas y compañías, en el establecimiento de negocios vía oferta de servicios, en la adquisición de otros bienes y servicios que con el tiempo aumentan de valor (muebles antiguos, pinturas, colecciones…), en el desarrollo de negocios pequeños, medianos y grandes, en el ﬁnanciamiento de proyectos y otras inversiones.","Generalmente, se orientan hacia el mercado de capitales, pero también hay diversas opciones como las inversiones en educación propia y previsiones para el futuro."
3552,"Algunos especialistas aconsejan, por ejemplo, una vez deﬁnido lo que se quiere lograr con la inversión, poner en marcha su primera experiencia con montos iniciales y que se pueden incrementar periódicamente (un mes, un trimestre, un semestre…",Algunos especialistas recomiendan invertir con montos iniciales y aumentarlos periódicamente.
3553,"Este tipo de inversiones permite ir ganando experiencia utilizando sus recursos de inmediato, al mismo tiempo que puede analizar los riesgos; pero, en lo posible, debe pensarse en inversiones a largo plazo Como se señaló anteriormente, la inversión utiliza parte o el total de recursos del ahorro de una persona, familia, empresa, comunidad o país que, a su vez, es el resultado de los ingresos menos el consumo.","Estas inversiones permiten ganar experiencia con el uso inmediato de los recursos y analizar los riesgos. Como se mencionó, la inversión utiliza parte o el total del dinero ahorrado."
3554,"Por otro lado, gracias al ahorro que se utiliza para la inversión se obtiene lo que se conoce como rentabilidad (incremento de recursos como resultado de la inversión al acumularse intereses, utilidades, dividendos, acciones, rentas) que, comparado con un menor consumo, es igual o da como resultado el logro del objetivo de libertad ﬁnanciera.",Gracias al ahorro invertido se logra una ganancia.
3555,"En el contexto de la inversión es importante, asimismo, la utilización del enfoque de planiﬁcación, en sus tres etapas principales que comprenden: diagnóstico; programación con la ﬁjación de metas y resultados esperados y el correspondiente plan de acción, la asignación de recursos por tipos de inversión; y ﬁnalmente, el seguimiento o monitoreo y la evaluación .","En la inversión es importante el uso del enfoque de planificación. Este tiene tres etapas principales: diagnóstico. Programación de metas, plan de acción y asignación de recursos por tipos de inversión. Seguimiento y evaluación."
3556,"La primera etapa consiste en realizar un diagnóstico para conocer la situación en relación con los recursos, si son suﬁcientes, si la utilización de parte o del total del dinero disponible no acarreará problemas para atender las necesidades o los consumos necesarios, por cuanto tiempo se pueden invertir los ahorros o recursos ﬁnancieros, reunir las informaciones para la adopción de decisiones acertadas de las inversiones por realizar; así como otros temas que podrían ser útiles.","La primera etapa consiste en hacer un diagnóstico para conocer los ahorros disponibles. Es decir, si son suficientes y por cuanto tiempo se pueden invertir."
3557,"En la segunda etapa de programación, se deﬁnen los objetivos y se ﬁjan las metas o resultados esperados, que deben ser lo más especíﬁcos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo deﬁnido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas."
3558,"Debe tenerse presente que las inversiones, como se ha explicado, en el marco de un proceso de planiﬁcación deben considerar, entre otros, un plan de acción o un plan ﬁnanciero basado en: Iniciarse con un pequeño capital que no puede afectar a otra cosa más que a realizar negocios e inversiones.","En el marco de planificación, las inversiones deben considerar un plan de acción ."
3559,Ese capital es “su” Fondo de Inversión privado y lo separará de sus otras cuentas.,Ese dinero es su fondo de inversión y lo separará de otras cuentas.
3560,"Aprender -en un proceso sencillo y muy explicado- a realizar pequeños negocios inicialmente, para luego pasar a negocios medianos, grandes y ﬁnalmente inversiones ﬁnancieras .","Aprender a hacer pequeños negocios para luego pasar a negocios medianos, grandes e inversiones financieras."
3561,Este proceso cumple la función de “autoeducación” en el mundo de los negocios y las inversiones.,Este proceso cumple la autoeducación en los negocios y las inversiones.
3562,"Consta de 28 ciclos que pueden cumplirse en un año cada uno, o en un plazo mucho menor (lo ideal y lo más probable; se entiende que diez o doce años es un plazo bastante lógico).",Tiene veintiocho ciclos para cumplirse en un año cada uno o en un plazo menor.
3563,1) El capital que se separa para “ crear la riqueza personal ” no puede afectarse para gastos personales.,El dinero separado para crear la riqueza personas no se usa para gastos personales.
3564,"Cada quien tendrá que mantener sus gastos, pagar sus deudas y darse sus gustos personales con sus ingresos normales y habituales (sean sueldo, honorarios, etc.), pero estos gastos NO SE MEZCLAN con el “ capital para generar riqueza ”.","Cada quien mantiene sus gastos, paga sus deudas y se da gustos con sus ingresos habituales. Pero estos gastos no se mezclan con los ahorros para inversión."
3565,"La idea básica es que, al tener una meta que cumplir -cosa que hoy no tiene- hará esfuerzos -que hoy no hace- para cumplirla.",Al tener una meta se esforzará para cumplirla.
3566,"Puede ocurrir que por sus habilidades personales, aptitudes o circunstancias, puede completar estos objetivos ANTES de que se cumpla un año -y entonces podrá iniciar el ciclo siguiente-, pero en el caso que no vaya “acelerado”, al menos tiene que cumplir los objetivos UNA VEZ al año (en este caso usará “ ciclos anuales ”).",Puede completar sus metas antes de un año por sus habilidades personales o circunstancias. Pero debe cumplir los objetivos al menos una vez al año.
3567,"3) El proceso está orientado para que se eduque de un modo gradual y constante en las habilidades y conocimientos requeridos para los negocios, ﬁnanzas e inversiones.","Este proceso está orientado a educar gradual y constantemente en las habilidades y conocimientos necesarios para los negocios, finanzas e inversiones."
3568,"Tiene que educarse activamente en estas materias (rendimientos, balances y contabilidad, negocios, mercados, negociación, contratos) y desarrollar aptitudes comerciales.",Debe educarse en estas materias y desarrollar habilidades comerciales.
3569,"Como podrá ver a continuación, manejar $100 puede ser fácil (o parecerlo), pero manejar $500.000 no es sencillo .","Por ejemplo, manejar cien dólares puede ser fácil, pero manejar quinientos mil dólares no lo es."
3570,"Básicamente, esta experiencia que va a empezar, es un proceso de autoeducación motivada en que tiene objetivos por cumplir .",Esta experiencia es un proceso de autoeducación motivada con objetivos por cumplir.
3571,"Como descubrirá por usted mismo, si no aprende las reglas básicas de los negocios, las ﬁnanzas, los temas legales, contables, el análisis de las opciones y su rentabilidad, luego mientras más dinero tenga, más fallará a la hora de multiplicarlo.","Si no aprende las reglas básicas de los negocios, las finanzas, las leyes, contables, análisis de opciones y su ganancia, cuando tenga más dinero más fallará en las inversiones."
3572,"""En el campo de las inversiones hay que tener en cuenta, asimismo, que pueden aparecer, como lo señalan Alonso, Brailovsky y Ortiz (1999), los “fenómenos de mente colectiva”, cuando aparecen los gurús de las inversiones para aconsejar sobre las inversiones del momento, cuál genera más recursos y, por lo tanto, dónde deben orientar su inversión.","Según Alonso, Brailovsky y Ortiz (mil novescientos noventa y nueve) en las inversiones pueden aparecer fenómenos de mente colectiva. Esto cuando aparecen los líderes de las inversiones para aconsejar sobre ellas."
3573,"Sobre el particular, dicen que las personas dentro de una multitud son arrastradas a hacer cosas que solas no lo harían y, citan lo siguiente:",Esos autores dicen que las personas en multitud hacen cosas que solas no haría. Mencionan:
3574,"“Acerca de cómo la persona pierde su individualidad y se convierte en masa o 
muchedumbre trata un libro muy interesante escrito por un francés en el siglo pasado: Gustave Le Bon publicó La Muchedumbre.","El libro La Muchedumbre escrito por Gustave Le Bon, trata cómo la persona pierde su individualidad y se convierte en muchedumbre."
3575,La reunión entonces se ha convertido en una magnitud psicológica.,La reunión se convirtió en una dimensión psicológica.
3576,"Luego el autor deﬁne qué entiende por mente colectiva: “Cualesquiera que sean los individuos que la componen, o sin importar qué tan parecido o dispar sea su modo de vida, sus ocupaciones, su carácter o su inteligencia, el hecho es que se han transformado en una multitud que los hace poseedores de una especie de mente colectiva que los induce a sentir, pensar y actuar de una manera por completo diferente de aquella que cada individuo sentiría, pensaría y actuaría si estuviera solo.","Luego el autor define mente colectiva como aquella que lleva a un grupo de individuos a sentir, pensar y actuar de manera diferente de aquella que cada uno sentiría, pensaría y actuaría si estuviera solo."
3577,"Otro elemento que se tiene en cuenta en una inversión es el tiempo, pues los resultados pueden ser diferentes cuando se relacionan con la rentabilidad y los factores de seguridad.","Otro elemento importante es el tiempo, pues los resultados pueden ser diferentes relacionados con la rentabilidad y los factores de seguridad."
3578,"En todo caso, la persona, familia, comunidad o país que invierte, preferirá tener una rentabilidad mayor en el menor plazo posible, para contar con una mayor seguridad por el tiempo corto de la inversión.",En todo caso quien invierte preferirá tener una ganancia mayor en el menor tiempo posible para tener mayor seguridad.
3579,"Esto signiﬁca, que entre dos o más inversiones iguales en rentabilidad y seguridad, es mucho mejor cuanto más corta sea la duración de la inversión.","Es decir, entre dos o más inversiones iguales en ganancias y seguridad es mejor una corta duración de la inversión."
3580,"Por lo general, cuando se tienen pocos recursos ﬁnancieros y se desea invertir, lo más aconsejable es buscar alternativas seguras, para evitar correr riesgos y quedarse sin recursos.",Cuando tenemos poco dinero para invertir es aconsejable buscar opciones seguras.
3581,"En este caso se buscan alternativas que ofrezcan contar con una liquidez de inmediato, lo cual no es posible cuando se establecen compromisos a un plazo determinado.",En este caso se buscan opciones con ganancias inmediatas y no compromisos a plazo.
3582,Contar con informaciones de seguridad ﬁnanciera es muy importante en el campo de la inversión.,En la inversión es importante informarse sobre seguridad financiera.
3583,"Lo importante para no arriesgar la inversión personal es seguir ciertos criterios tomados de la experiencia para evitar los riesgos, obtener la mayor rentabilidad posible y con seguridad;","Debemos seguir varios criterios para evitar los riesgos, tener mayor ganancia y seguridad en la inversión."
3584,"así como considerar el tiempo y seguir, lo que comúnmente se aconseja, diversiﬁcando sus inversiones, cuando el monto de capital disponible para inversión, lo justiﬁca.",También debemos considerar el tiempo y variar la inversión cuando el dinero lo permita.
3585,"Alonso, Brailovsky y Ortiz (1999), ya citados, sobre este particular señalan lo siguiente:","Alonso, Barilovsky y Ortiz (mil novecientos noventa y nueve) mencionan lo siguiente."
3586,"“Los criterios clásicos podemos resumirlos en tres, tan sencillos que podrás apreciarlos y aplicarlos:",Los criterios básicos son tres:
3587,"Un certiﬁcado de depósito es un título valor que emite una entidad ﬁnanciera o una empresa privada con el cual se compromete a devolver los fondos al inversionista a una fecha de vencimiento especíﬁca, con una tasa de interés predeterminada y con una frecuencia de pagos de intereses, también deﬁnida de antemano.",Un certificado de depósito es un título valor emitido por una institución financiera con que se compromete a devolver el dinero al inversionista en un tiempo determinado. Tiene unos intereses y una frecuencia de pagos de estos predeterminados.
3588,"Los certiﬁcados son, entonces, un mecanismo de inversión que permite colocar el dinero durante un período ﬁjo de tiempo (pueden ser de tres ó seis meses, un año, cinco años, etc.), según las necesidades de quien necesita invertir el dinero.",Los certificados son una forma de inversión durante un período fijo según las necesidades del inversionista.
3589,Tienen una tasa de interés y una fecha para pago de intereses que se deﬁnen desde el momento de su emisión.,Tienen una tasa de interés y una fecha de pago de intereses definidas desde su emisión.
3590,¿Qué ventajas tiene el invertir mediante certiﬁcado de depósito en comparación con otros productos de inversión?,Cuáles son las ventajas de invertir en certificados de depósito.
3591,"Los pagos del interés pactado pueden hacerse de forma mensual, trimestral, semestral o anual, dependiendo de la necesidad de quién está invirtiendo los fondos.","Los pagos del interés pueden ser mensuales, trimestrales, semestrales o anuales según la necesidad del inversionista."
3592,"¿Cómo puede variar un certiﬁcado de depósito de otras formas de inversión (intereses, comisiones, saldos mínimos, etc.",Cómo se diferencia un certificado de depósito de otras formas de inversión.
3593,"Las principales diferencias frente a otros productos como los fondos de inversión o las cuentas de ahorro son que no tienen costo por mantenimiento, ni comisiones por saldos mínimos, administración o apertura y que además pagan una tasa de interés que se determina desde el momento inicial de la inversión y no puede ser cambiada durante el plazo pactado.",Las principales diferencias frente a otros productos como fondos de inversión o cuentas de ahorro son las siguientes. No tienen costo de mantenimiento ni comisiones por saldos mínimos o de administración. Pagan una tasa de interés fijada desde el inicio de la inversión y no puede ser cambiada.
3594,"Por otra parte, a diferencia de las cuentas de ahorro y los fondos de inversión líquidos, el dinero que se invirtió en un certiﬁcado no puede ser retirado antes de la fecha de vencimiento.","Además, el dinero invertido no se puede retirar antes de la fecha de vencimiento."
3595,¿Qué riesgos puede tener el uso de certiﬁcados de depósito?,Cuáles son los riesgos de los certificados de depósito.
3596,"¿Cómo se relaciona el costo de oportunidad y las tres variables ﬁnancieras: riesgo, liquidez y rentabilidad y qué relación existe entre ellas?","Cómo se relaciona el costo de oportunidad y las tres variables financieras de riesgo, liquidez y rentabilidad. Cuál es la relación entre ellas."
3597,"Como toda inversión en el mercado, la tasa de interés está relacionada con el nivel de riesgo de la institución en la que se está invirtiendo, por lo cual hay que poner el dinero en una entidad que sea de total conﬁanza para el dueño de los fondos.","Como toda inversión en el mercado, la tasa de interés se relaciona con el riesgo de la institución en que se invierte. Por eso, debemos invertir el dinero en una institución de confianza."
3598,"En cuánto a liquidez, los certiﬁcados de inversión no son la mejor opción ya que no cuentan con la posibilidad de redimirse anticipadamente.",Los certificados de inversión no son la mejor opción de liquidez porque no es posible retirarlos anticipadamente.
3599,"El inversionista debe ﬁjarse bien en cuál entidad está invirtiendo su dinero, pues el pago del certiﬁcado, al vencimiento, dependerá de la capacidad que tenga la institución que emitió el certiﬁcado de cancelar sus obligaciones.",El inversionista debe fijarse en la institución donde hace los certificados. Porque la institución cumplirá sus obligaciones según su capacidad.
3600,"Es importante, además, asegurarse de que la entidad que está emitiendo los certiﬁcados, está inscrita ante las entidades reguladoras o supervisoras (por ejemplo, en el caso de Costa Rica, ante la Superintendencia General de Valores o la Superintendencia General de Entidades Financieras) y está debidamente autorizada para captar fondos de terceros.","Es importante asegurarse de la inscripción de la institución financiera ante las entidades reguladoras o supervisoras y de su permiso para recibir dinero. En Costa Rica, existen la Superintendencia General de Valores y la Superintendencia General de Entidades Financieras."
3601,"Por último, pero no menos importante, el certiﬁcado debe guardarse en un lugar seguro, pues la obligación del emisor del título es pagárselo a quién lo presente al cobro, al vencimiento, si está endosado.","Por último, el certificado debe guardarse en un lugar seguro. Pues la institución financiera se lo paga a quien lo presente para cobrarlo."
3602,"¿Cómo se accede a los certiﬁcados de depósito (lugares, requisitos, documentos, etc.",Cómo acceder a los certificados de depósito
3603,"¿Qué costos tiene el uso de certiﬁcado de depósito, cómo se comparan estos con los costos de otros productos similares?",Cuáles son los costos del certificado de depósito. Cómo se comparan con otros productos.
3604,"En Costa Rica, por ejemplo, como lo señala la ya mencionada Leitón (2007), existe un menú muy amplio para invertir, como los siguientes instrumentos, que plantea en su ya citado artículo.",Según Leitón (dos mil siete) en Costa Rica hay un menú muy amplio para invertir.
3605,"Instrumentos en colones y en dólares que emite el sector privado (bancos, nacieras y empresas privadas).",Instrumentos en colones y dólares emitidos por el sector privado.
3606,Están exentos del 8% de impuesto sobre la renta.,Están libres del ocho por ciento de impuesto sobre la renta.
3607,"El 31 de enero, en Mutual Alajuela por una inversión a un año, con retiro de intereses, en forma mensual, ofrecen una tasa de 10,75% en colones, en títulos físicos.","El treinta y uno de enero, en Mutual Alajuela ofrecen una tasa de diez coma setenta y cinco por ciento por una inversión en colones a un año con retiro mensual de intereses."
3608,"El 31 de enero, en Mutual Cartago la tasa de interés era de 11,50% para inversiones de ¢100,000 en adelante y a un año plazo.","El treinta y uno de enero, en Mutual Cartago la tasa de interés para inversiones de cien mil colones en adelante a un año plazo era de once coma cincuenta por ciento."
3609,"En la subasta conjunta del 22 de enero, la tasa máxima asignada fue del 9,00% para un TP (Título de Propiedad) que vence el 04-09- 2008.","En la subasta del veintidós de enero, la tasa máxima asignada fue del nueve por ciento para un Título de Propiedad a vencer el cuatro de septiembre del dos mil ocho."
3610,"Valores cuyo rendimiento no se reconoce en forma explícita bajo la forma de intereses, sino a través de descuentos sobre el valor nominal (original).",Valores con ganancia no explícita bajo la forma de intereses sino por descuentos sobre el valor original.
3611,"En mercado secundario del 19 de enero, un TPCER que vence el 09-01-2008 se negoció a una tasa del 9,05%.",En mercado secundario del diecinueve de enero se negoció un Título Cero Cupón a una tasa del nueve coma cero cinco por ciento con vencimiento el nueve de enero del dos mil ocho.
3612,"Valores emitidos por el Ministerio de Hacienda que garantizan un rendimiento por encima de la inﬂación, debido a que el principal y los intereses se cancelan en colones, según el valor que tenga la Unidad de Desarrollo (unidad de cuenta que varía con la inﬂación).",Valores emitidos por el Ministerio de Hacienda garantizan una ganancia por encima de la inflación. Porque el principal y los intereses se pagan en colones según el valor de la Unidad de desarrollo.
3613,"Se les llama bonos a los valores de 360 días o más y papel comercial a la deuda emitida a un plazo de vencimiento inferior a 360 días, En nuestro país se consiguen ambos instrumentos del sector público y privado y del exterior.",Los bonos son valores de trescientos sesenta días o más. Papel comercial es la deuda emitida a un plazo menor de trescientos sesenta días.
3614,"Quien ingresa a un fondo adquiere una o varias participaciones, las cuales están distribuidas en forma proporcional a sus aportes.",Quien entra a un fondo adquiere una o varias participaciones distribuidas en forma proporcional a sus aportes.
3615,"Es un fondo de ahorro capitalizable de largo plazo, que se constituye por medio de aportaciones periódicas y/o extraordinarias, el cual tiene como objetivo servir de complemento a la pensión que recibirá el aﬁliado por parte del régimen al cual pertenezca, o constituir un fondo que servirá como pensión al momento del retiro laboral.",Es un fondo de ahorro aprovechable a largo plazo. Se forma por aportes periódicos o extraordinarios. Su objetivo es complementar la pensión futura del afiliado o ser un fondo que servirá como pensión ante el retiro laboral.
3616,Valor que representa la propiedad de su tenedor sobre una de las partes iguales en las que se divide el capital social de una sociedad anónima.,Valor representado por la propiedad sobre una de las partes iguales en que se divide el capital social de una sociedad anónima.
3617,El rendimiento varía en función de las utilidades o pérdidas que tenga la empresa y del precio de la acción en el mercado.,El rendimiento varía  según las ganancias o pérdidas de la empresa y del precio de la acción en el mercado.
3618,Están gravados con el 8% de impuesto.,Tienen el ocho por ciento de impuesto.
3619,"El 31 de enero pasado, la tasa neta para un depósito a un año plazo que ofrecía el Banco era de 7,70%.","El treinta y uno de enero pasado, la tasa neta para un depósito a un año ofrecido por el Banco era de siete coma setenta por ciento."
3620,"” 119 Se aconseja hacer las inversiones en instituciones autorizadas que, usualmente se encuentran inscritas, en cada país, en el correspondiente Registro Nacional de Valores Intermediarios, siempre y cuando se pueda obtener información relevante para","Se aconseja invertir en instituciones autorizadas, inscritas en el Registro Nacional de Valores Intermediarios correspondiente."
3621,"Si ahorras el dinero que te sobra a fin de mes, estás en el camino correcto para controlar tu dinero y lograr lo que quieres en la vida.","Si ahorras el dinero sobrante,puedes controlar tu dinero y lograr tus metas."
3622,"Pero si eso ocurre habitualmente, tienes un flujo de fondos negativo y tu presupuesto está desequilibrado.","Pero si eso pasa seguido, entonces tu presupuesto está desequilibrado."
3623,"Anteriormente, mencionamos las formas de averiguar a dónde va a parar tu dinero y cómo detener las fugas de dinero.",Ya mencionamos las formas de saber a dónde va tu dinero y cómo detener las pérdidas de este.
3624,También puedes pensar si quieres recurrir a las inversiones para aumentar tus ingresos.,Pensar en la posibilidad de invertir para aumentar los ingresos.
3625,"¿Qué ideas tienes para reducir los gastos, gastar de forma consciente y aumentar tus ingresos?",Cómo reducirás gastos para aumentar tus ingresos.
3626,"Por ejemplo, generalmente la hipoteca es uno de los mejores tipos de endeudamiento, porque la mayoría de las viviendas aumenta de valor con el paso del tiemp","Por ejemplo, una de las mejores deudas es la hipoteca porque el valor de las viviendas aumenta con el tiempo."
3627,"Además, el interés que pagas por un préstamo hipotecario se puede deducir de los impuestos.","Además, el interés pagado por un préstamo hipotecario se puede rebajar de los impuestos."
3628,"Los préstamos estudiantiles pueden ser otra buena forma de endeudamiento para quienes obtienen un título, porque generalmente se cancelan a largo plazo (cuando se gana un salario mayor) y la tasa de interés tiende a ser más baja que la de otros tipos de préstamo.",Otra buena opción de deuda son los préstamos estudiantiles. Porque se pagan a largo plzao y la tasa de interés es más baja.
3629,"El tipo de deuda menos beneficioso se denomina deuda de consumo; se trata del dinero que pides prestado (a un banco, tarjeta de crédito u otra fuente) para comprar artículos que no aumentan de valor con el paso del tiempo.",La deuda de consumo es la menos beneficiosa. Es el dinero prestado para comprar artículos que no suben de precio con el tiempo.
3630,"Posiblemente, el interés que pagues por la deuda de consumo será más alto y no se podrá deducir de los impuestos.","Posiblemente, el interés pagado por la deuda de consumo será más alto y no se rebajará de los impuestos."
3631,"Forma parte del modo en que llevas adelante tu vida financiera para obtener lo que necesitas, por ejemplo, automóviles, viviendas, tecnología, muebles y electrodomésticos.",Forma parte de tu modo de vida financiera.
3632,"Algunos empleadores, entidades crediticias o incluso arrendadores pueden tener en cuenta el historial de crédito positivo, que te ayudará a asegurarte lo que quieres conseguir.","Algunos empleadores, entidades crediticias o arrendadores consideran el historial crediticio."
3633,"Antes de suscribirte a un plan de recompensas de una tarjeta de crédito que tiene un costo anual alto o tasas de interés elevadas, ten en cuenta que las millas de la aerolínea solo sirven si realmente puedes usarlas, y es posible que los incentivos en efectivo no cubran el cargo anual.","Antes de suscribirte a un plan de recompensas de una tarjeta de crédito debes tomar en cuenta algunos aspectos. Por ejemplo, las millas de aerolínea sirven si puedes usarlas y los premios en efectivo no cubren el cargo anual."
3634,La suma de los intereses y los costos constituye el cargo financiero.,El cargo financiero es la suma de los intereses y los costos.
3635,"Antes de elegir una tarjeta, asegúrate de comparar la tasa de interés anual que cobran las diferentes empresas.","Antes de elegir una tarjeta, debes comparar la tasa de interés anual de diferentes empresas."
3636,"Puedes encontrar la información que necesitas en las ofertas de tarjetas de crédito que recibas por correo electrónico o en Internet, o puedes solicitarla a la institución financiera en la que ya tengas una cuenta.",Puedes recibir la información necesaria en las ofertas de tarjetas de crédito por correo electrónico o en internet. También la puedes pedir a la empresa.
3637,Tu capacidad para pedir dinero prestado depende de la reputación que tengas respecto al pago de tus deudas,Tu capacidad para pedir un préstamo depende de tu reputación sobre el pago de tus deudas.
3638,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros."
3639,Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.,Los fiadores confían en la información crediticia para ver la gestión de tus préstamos y tus posibilidades para pagar un nuevo préstamo.
3640,"Dado que puedes solicitar hasta tres informes al año (uno por cada una de las tres principales agencias), se recomienda que solicites el informe a una agencia diferente cada cuatro meses para hacer el seguimiento permanente de tu registro.",Puedes pedir tres informes al año. Es recomendable pedir el informe a una agencia distinta cada cuatro meses.
3641,"Si te denegaron un crédito, tienes derecho a obtener un informe crediticio gratis.","Cuando te niegan un crédito, puedes pedir un informe crediticio gratis."
3642,"No obstante, debes solicitar una copia del informe a la agencia que lo elaboró dentro de un plazo específico, generalmente, 60 días después de que te denegaron el crédito.","Sin embargo, debes pedir a la agencia una copia del informo en un plazo específico."
3643,Aproximadamente el 20 por ciento de los informes crediticios contienen información inexacta.,Aproximadamente el veinte por ciento de los informes crediticios tienen información incorrecta.
3644,"Los errores o la información desactualizada pueden hacer que tu calificación crediticia sea baja, lo que puede poner en peligro las posibilidades de que aprueben tu solicitud de préstamo o de tarjeta de crédito.",Los errores o información desactualizada bajan tu calificación crediticia. Esto arriesga tu aprobación de un préstamo o crédito.
3645,La buena noticia es que tienes derecho a corregir los errores de tu informe crediticio sin costo.,Tienes derecho a corregir los errores de tu informe crediticio gratis.
3646,Esto es lo que tienes que hacer para empezar: El informe crediticio en sí puede contener información sobre cómo corregir los errores.,Para empezar debes hacer esto: El informe crediticio puede decir cómo corregir los errores.
3647,"La mayoría de las agencias crediticias ponen a disposición, en sus páginas web, un formulario para presentar disputas.",La mayoría de las agencias tienen un formulario para presentar reclamos.
3648,"Quizás puedas solucionar el problema con una simple llamada tele  fónica, pero siempre pide documentos escritos para certificarlo, por ejemplo, un correo electrónico o una carta.","Quizás soluciones el problema por llamada, pero necesitas documentos escritos para certificarlo."
3649,La agencia de informes crediticios debe investigar tu reclamo en el plazo de 30 días y debe informarte los resultados.,La agencia de informes crediticios debe investigar tu reclamos en treinta días e informarte los resultados.
3650,"Si la agencia determina que la información que contiene el informe es inexacta, el acreedor debe notificar a las otras agencias de informes crediticios sobre la existencia del error para que ellos también puedan corregir la información.","Si la agencia determina que la información del informe es incorrecta, el acreedor notifica a las otras agencias sobre el error para su corrección."
3651,"Si la agencia de informes crediticios determina que no existe ningún error, pero tú crees que el informe es inexacto, puedes comunicarte directamente con el acreedor para tratar de solucionar el problema.","Si la agencia determina la inexistencia de algún error, pero crees que sí existe puedes comunicarte con el fiador para solucionar el problema."
3652,"Cuando se haya resuelto la disputa, pídele al acreedor que envíe una copia del aviso de corrección a la agencia de informes crediticios y a ti.","Resuelto el problema, pídele al fiador una copia del aviso de corrección para la agencia de informes crediticios y para ti."
3653,"Para reparar tu crédito, es necesario que pongas todo por escrito.",Todo debe quedar escrito para reparar tu crédito.
3654,"Siempre que haya una disputa, asegúrate de que el intercambio de comunicaciones quede documentado.","Cuando haya un problema, asegúrate de documentar el intercambio de comunicaciones."
3655,"Si pierdes la tarjeta o te la roban, serás responsable de pagar como máximo $50 de los cargos no autorizados, siempre que llames a la empresa emisora de la tarjeta no bien te percates de que no la tienes.",Si pierdes la tarjeta pagarás máximo cincuenta dólares de los cargos no autorizados. Pero debes llamar a la empresa emisora de la tarjeta.
3656,También puedes querer usar una tarjeta de crédito para determinar tu solvencia.,También puedes usar una tarjeta de crédito para determinar tu capacidad financiera.
3657,"Si solicitas una tarjeta de crédito, úsala para comprar cosas que puedes pagar y paga lo que debes a la brevedad.","Si pides una tarjeta de crédito, compra lo que puedes pagar y paga rápido tus deudas."
3658,Mira cuánto podría haber ahorrado Sal en el pago de los intereses de su compra de $1000 si hubiera buscado una tarjeta con una tasa de interés baja.,Cuánto se ahorraría Sal en los intereses de su compra de mil dólares si hubiera buscado una tarjeta con una tasa de interés baja.
3659,"Además, ten en cuenta cuánto podría haber ahorrado si hubiera pagado un monto mayor al pago mínimo todos los meses o si hubiera ahorrado lo suficiente para pagar el televisor de pantalla plana en efectivo.",Considera cúanto ahorraba si pagaba más del mínimo todos los meses. O si hubiera ahorrado para pagar el televisor de pantalla plana en efectivo.
3660,"Todavía no había recibido el cheque de salario de su nuevo empleo, así que lo pagó con su tarjeta de crédito.","Como no tenía el cheque de salario de su nuevo trabajo, lo pagó con su tarjeta de crédito."
3661,"Sal recibió la oferta de esa tarjeta, que cobraba una tasa de interés del 18 por ciento, en su correo durante el último año de la universidad.",Sal recibió la oferta de la tarjeta en su correo. Cobraba una tasa de interés del dieciocho por ciento.
3662,"De hecho, pensaba pagar los $1000 íntegros a la brevedad.",Pagaría los mil dólares completos rápidamente.
3663,"Sin embargo, como recién estaba comenzando y tenía muchos otros gastos, pronto se dio cuenta de que solo podía pagar el mínimo de $40 por mes.","Sin embargo, pronto supo que podía pagar solo el mínimo de cuarenta dólares por mes."
3664,"Casi siete años después, Sal finalmente terminó de pagar el televisor.",Sal terminó de pagar el televisor casi siete años después.
3665,"Además de pagar los $1000 iniciales, tuvo que pagar $474 de intereses.","Además de los mil dólares, pagó cuatroscientos setenta y cuatro dólares de intereses."
