id,idFinal,replica,Book,Página,Segmento,Atributo,Propuesta,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8
9240,9240_LibroBAC.pdf,0,LibroBAC.pdf,205.0,"Luego, haga un cuadro donde pueda colocar cuánto debe reunir semanal o mensualmente para lograr cada una de sus metas, dependiendo del plazo que éstas tengan.","12, 5, 1","Luego, ponga en un cuadro cuánto debe ahorrar semanal o mensualmente para lograr cada meta según su plazo.",Vivian,12.0,5.0,1.0,,,,,,
9241,9241_LibroBAC.pdf,0,LibroBAC.pdf,205.0,"Por último, revisar las metas cada año, porque, su situación y sus metas pueden cambiar, por eso nos debemos tomar el tiempo para evaluar el progreso, o realizar algún cambio, proponerse una meta nueva o quitar alguna que ya no sea de su interés.","15, 5, 1","Por último, revise las metas anualmente. Debemos evaluar el progreso para hacer un cambio o proponer una meta nueva.",Vivian,15.0,5.0,1.0,,,,,,
9242,9242_LibroBAC.pdf,0,LibroBAC.pdf,205.0,"Ahora haga un cuadro como el siguiente: El Ahorro y sus Implicaciones Meta Especíﬁca Fecha de realización Plazo (corto, mediano y largo plazo) Costo estimado en $ Cantidad de $ a ahorrar por semana o por mes Comprar un carro Dentro de dos años Corto plazo $12,000 $250 Total:","15, 4, 16, 14","Haga un cuadro con los siguientes datos: meta específica, fecha de realización, plazo, costo estimado en dólares, cantidad de dólares a ahorrar semanal o mensual.",Vivian,15.0,4.0,16.0,14.0,,,,,
9245,9245_LibroBAC.pdf,0,LibroBAC.pdf,206.0,"Total: Adquirir este benéﬁco hábito, es un problema que involucra actitud y además educa ción, por no hablar de responsabilidad.","5, 15","Adquirir el hábito del ahorro implica actitud, educación y responsabilidad.",Vivian,5.0,15.0,,,,,,,
9249,9249_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"Ahorro = Ingreso disponible – Consumo El interés es todo aquel provecho, utilidad o beneﬁcio producido por el principal.","21, 5",El ahorro es el ingreso disponible menos el consumo. El interés es el beneficio producido por el principal.,Vivian,21.0,5.0,,,,,,,
9253,9253_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"Para calcular y manejar los intereses que puedan reportarnos los ahorros, hay varias operaciones que es importante manejar, tales como el interés simple y el interés compuesto.","19, 5, 17",Hay varias operaciones para calcular los intereses ganados con los ahorros como el interés simple y el interés compuesto.,Vivian,19.0,5.0,17.0,,,,,,
9254,9254_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"También, aprender a calcular o visualizar la importancia de ahorrar temprano, como una manera de hacer las proyecciones que queremos con los ahorros.","5, 17",Una manera de proyectar las metas con los ahorros es visualizar la importancia de un ahorrar temprano.,Vivian,5.0,17.0,,,,,,,
9255,9255_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"Las cuentas de ahorros son de varios tipos tales como cuentas corrientes, cuentas de ahorro, el mercado monetario, el depósito a plazo, entre otros.","9.4, 5","Las cuentas de ahorros son de varios tipos. Algunas son cuentas corrientes, de ahorros, el mercado monetario y el depósito a plazo.",Vivian,9.0,5.0,,,,,,,
9256,9256_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"Para manejar y aumentar los ahorros es importante seguir varias recomendaciones como: Analizar las deudas, abrir la cuenta adecuada, ahorrar cierta cantidad cada mes, hacer una lista de metas, organizar la información, analizar los gastos e ingresos, determinar cómo se pueden reducir los gastos, entre otros.","19, 15, 5","Debemos seguir varias recomendaciones para manejar y aumentar los ahorros. Algunas son analizar las deudas, abrir la cuenta adecuada, ahorrar mensualmente, hacer una lista de metas, organizar la información, analizar los gastos e ingresos.",Vivian,19.0,15.0,5.0,,,,,,
9259,9259_LibroBAC.pdf,0,LibroBAC.pdf,207.0,Invertir signiﬁca usar el dinero ahorrado para comprar o participar en una oportunidad empresarial en la que se puede obtener ganancia o interés.,"9.3, 1, 5, 6",Invertir es usar el dinero ahorrado en una oportunidad empresarial donde se obtiene ganancia.,Vivian,9.0,1.0,5.0,6.0,,,,,
9261,9261_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"Un aspecto también muy importante, en el tema del ahorro, es considerar el valor del dinero en el tiempo, ya que este último factor juega un gran papel, especialmente porque la tasa de interés es el precio del dinero por unidad de tiempo, para lo cual existen varios cálculos que se pueden realizar.","15, 5, 1",Un aspecto importante en el ahorro es considerar el valor del dinero en el tiempo. Esto porque la tasa de interés es el precio del dinero por el plazo.,Vivian,15.0,5.0,1.0,,,,,,
9262,9262_LibroBAC.pdf,0,LibroBAC.pdf,207.0,Para ahorrar se requiere principalmente de disciplina y de paciencia.,"6, 5",Ahorrar requiere disciplina y paciencia.,Vivian,6.0,5.0,,,,,,,
9263,9263_LibroBAC.pdf,0,LibroBAC.pdf,207.0,"El ahorro que una persona puede realizar apartando dinero en forma regular, preferiblemente","12, 17, 6","Preferiblemente, el ahorro realizado por una persona regularmente.",Vivian,12.0,17.0,6.0,,,,,,
9264,9264_LibroBAC.pdf,0,LibroBAC.pdf,208.0,"El Ahorro y sus Implicaciones de cada pago quincenal o mensual, le va a redituar enormes beneﬁcios.","1, 6, 5",El ahorro y su implicaciones le producirá enormes beneficios.,Vivian,1.0,6.0,5.0,,,,,,
9266,9266_LibroBAC.pdf,0,LibroBAC.pdf,208.0,"La reducción de gastos y no la obtención de más ingresos, es la clave para asumir el control de sus ﬁnanzas.","19, 5, 6",La clave para controlar las finanzas es la reducción de gastos.,Vivian,19.0,5.0,6.0,,,,,,
9269,9269_LibroBAC.pdf,0,LibroBAC.pdf,208.0,"Una meta es un propósito, algo que usted desea o necesita, lo cual lo obtiene tomando ciertos pasos y algunas veces hasta con sacriﬁcios, como ha sido señalado.","15, 16, 5","Como se mencionó, una meta es un propósito. Se obtiene mediante ciertos pasos.",Vivian,15.0,16.0,5.0,,,,,,
9999,9999_LibroBAC.pdf,0,LibroBAC.pdf,216.0,"En el lenguaje económico y de la administración de las ﬁnanzas, es muy común oír hablar de la inversión, como una modalidad o recurso que le permite a las personas, a las familias, a las empresas y organizaciones e incluso al Estado, poner a trabajar sus ahorros, en función de incrementarlos y aportarle a ellos un valor agregado mediante los intereses, dividendos u otros dineros que se obtienen con la inversión, según sea el tipo o modalidad de inversión por la que se opte.","15, 5, 17, 1",En el lenguaje económico y de la administración de las finanzas es comú escuchar sobre inversión. Como un recurso que les permite a las personas aumentar sus ahorros según la modalidad de inversión escogida.,Vivian,15.0,5.0,17.0,1.0,,,,,
10001,10001_LibroBAC.pdf,0,LibroBAC.pdf,216.0,"En la educación ﬁnanciera el tema de las inversiones y de sus instrumentos constituyen piezas fundamentales para la construcción de la libertad, independencia o cultura ﬁnanciera.","6, 5, 19","Las inversiones y sus instrumentos son fundamentales en la educación financiera para la construcción de la libertad, independencia o cultura financiera.",Vivian,6.0,5.0,19.0,,,,,,
10002,10002_LibroBAC.pdf,0,LibroBAC.pdf,216.0,"Los ingresos que se obtienen a nivel personal, familiar, comunitario y de país pueden, si el consumo es menor, generar ahorros que pueden incrementarse si son utilizados en instrumentos de inversión, dando como resultados una rentabilidad que garantice mejores condiciones de vida y un mayor impacto en el desarrollo económico y social del país.","15, 17, 12, 5","Los ingresos obtenidos a nivel personal, familiar, comunitarios y nacional generan ahorros sin son invertidos. Los resultado de esto pueden garantizar mejores condiciones de vida.",Vivian,15.0,17.0,12.0,5.0,,,,,
10003,10003_LibroBAC.pdf,0,LibroBAC.pdf,216.0,"En este Libro Maestro se trata de cubrir los aspectos conceptuales sobre las inversiones como instrumento para incrementar los ahorros, así como resaltar la importancia de la inversión en el logro de la libertad ﬁnanciera.","6, 4, 8.1","En este Libro Maestro se estudian los conceptos sobre las inversiones como instrumento para incrementar los ahorros. Además, se resalta la importancia de la inversión en el logro de la libertad financiera.",Vivian,6.0,4.0,8.0,,,,,,
10005,10005_LibroBAC.pdf,0,LibroBAC.pdf,216.0,"así como se desarrollan los tipos e instrumentos de inversión, incluyendo las instituciones o sociedades de inversión y los portafolios de inversión, de la manera más completa posible, considerando las informaciones que se encuentran disponibles, principalmente en instituciones de sistemas ﬁnancieros, así como de otras informaciones que se señalan en la bibliografía consultada.","15, 5, 12","Además, se desarrollan tipos e instrumentos de inversión. Para esto, se considera la información disponibles en instituciones de sistemas financieros y en la bibliografía consultada.",Vivian,15.0,5.0,12.0,,,,,,
10006,10006_LibroBAC.pdf,0,LibroBAC.pdf,216.0,"Finalmente, se desarrolla una propuesta de los primeros pasos de la inversión para principiantes y las causas por las cuales pueden surgir fracasos, así como de los riesgos que se presentan en el campo de las inversiones, con el propósito de tenerlos presentes para evitarlos, superarlos y transformarlos en lecciones para el logro de las metas y objetivos previstos.","6, 15, 5, 20","Finalmente, se desarrolla una propuesta de los primeros pasos de la inversión para principiantes y las causas del fracaso. También, se presentan los riesgos de las inversiones para evitarlos, superarlos y transformarlos en aprendizajes.",Vivian,6.0,15.0,5.0,20.0,,,,,
10011,10011_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Se observa, claramente, la importancia de la inversión en la educación para el logro de la libertad ﬁnanciera.","16, 6",Observamos la importancia de la inversión en la educación para conseguir la libertad financiera.,Vivian,16.0,6.0,,,,,,,
10015,10015_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Existen diversas alternativas de inversión, que se describirán más adelante, unas más beneﬁciosas que otras, incluyendo aquellas en las que se corren riesgos hasta de perder dinero, lo cual hace aconsejable reunir mucha información y contar, si es posible, con elementos de parte de los conocedores del mundo de las inversiones.","15, 5",Existen diversas alternativas de inversión. Unas más beneficiosas que otras.,Vivian,15.0,5.0,,,,,,,
10016,10016_LibroBAC.pdf,0,LibroBAC.pdf,218.0,Existen algunos conceptos que se irán clariﬁcando a medida que se vaya ganando experiencia en el mundo de las inversiones.,"12, 6, 5",Hay conceptos que se aclararán conforme se adquiera experiencia en las inversiones.,Vivian,12.0,6.0,5.0,,,,,,
10017,10017_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Así, por ejemplo, la inversión bruta es la inversión total sin considerar las amortizaciones; la inversión neta es la inversión bruta menos las amortizaciones; también, se utilizan la inversión mínima inicial y sucesiva , cuando se entregan recursos mínimos para participar en un fondo y cuando dichos recursos mínimos se hacen de manera sucesiva.","15, 1, 5","Por ejemplo, la inversión bruta es la inversión sin considerar los pagos. La inversión neta es la inversión bruta emnos los pagos. También, se utilizan las inversión mínima inicial y sucesiva cuando se dan recursos mínimos de froma sucesiva para participar en un fondo.",Vivian,15.0,1.0,5.0,,,,,,
10020,10020_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Desde el punto de vista institucional se consideran, asimismo, las sociedades de inversión y la inversión institucional : en el primer caso se reﬁeren a instituciones ﬁnancieras que administran las inversiones de los accionistas en cuanto a valores mobiliarios e inmobiliarios; en el segundo caso, se reﬁeren a las instituciones ﬁnancieras bancarias y no bancarias que administran fondos y están autorizadas por ley.","6, 15, 21, 5, 1","Institucionalmente, se consideran las sociedades de inversión y la inversión institucional. En el primer caso las instituciones financieras administran las inversiones de los socios. En el segundo cado, son las instituciones bancarias o no que administran el dinero.",Vivian,6.0,15.0,21.0,5.0,1.0,,,,
10023,10023_LibroBAC.pdf,0,LibroBAC.pdf,218.0,Otros conceptos importantes se reﬁeren a la utilidad (ganancia) y rentabilidad.,"5, 6",Otros conceptos se refieren a la ganancia y rentabilidad.,Vivian,5.0,6.0,,,,,,,
10024,10024_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"En el En el lenguaje económico, ﬁnanciero y contable existe una práctica muy importante, accesible a personas, familias y empresas e incluso al Estado, que es la inversión, lamentablemente, el tema no es muy conocido por la mayoría de las personas, incluyendo a los profesionales distintos a los de las disciplinas de economía, ﬁnanzas y contaduría, siendo algo sobre lo cual debería tenerse un amplio conocimiento, como un instrumento interesante y rentable de poner a trabajar los ahorros que se posean.","19, 15, 5","La inversión es una práctica importante en el lenguajes económico, financiero y contable. Sin embargo, este tema no es muy conocido por muchas personas.",Vivian,19.0,15.0,5.0,,,,,,
10025,10025_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Una inversión, en términos generales, es la utilización de recursos en el sector productivo o de capitales con el objetivo de lograr beneﬁcios o ganancias orientadas al logro de la libertad ﬁnanciera.","16, 5, 6",Una inversión es la utilización de recursos en el sector productivo para lograr ganancias orientadas hacia la libertad financiera.,Vivian,16.0,5.0,6.0,,,,,,
10026,10026_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Desde los primeros capítulos de este Libro Maestro se ha podido observar, como ya se ha mencionado, el papel clave de la inversión para una persona, la familia, la comunidad o el país.","16, 6, 5",Desde los primeros capítulos vemos el papel clave de la inversión.,Vivian,16.0,6.0,5.0,,,,,,
10027,10027_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Anteriormente, se había señalado lo siguiente: El concepto de libertad ﬁnanciera se establece sobre la base del tratamiento que se le asigna a los conceptos de ingreso, consumo, ahorro, inversión y rentabilidad.","5, 17, 10","Anteriormente, se señaló que la libertad financiera se establece sobre el tratamiento asignado a los conceptos de ingreso, consumo, ahorro, inversión y rentabilidad.",Vivian,5.0,17.0,10.0,,,,,,
10031,10031_LibroBAC.pdf,0,LibroBAC.pdf,218.0,"Hay que agregar que las decisiones adecuadas, basadas en la verdad y el bien, en torno a los conceptos antes indicados, contribuyen al logro de la libertad ﬁnanciera.","5, 17",Las decisiones adecuadas con respecto a los conceptos anteriores contribuyen a la libertad financiera.,Vivian,5.0,17.0,,,,,,,
10034,10034_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"Esta diferencia conceptual es muy útil, pues no es lo mismo tener una utilidad de 100 cuando la inversión es de 1,000 que cuando la inversión es de 10,000, por ejemplo.","14, 5",Esta diferencia conceptual es importante. No es lo mismo una ganancia de cien cuando la inversión es de mil que cuando la inversión es de diez mil.,Vivian,14.0,5.0,,,,,,,
10035,10035_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"En el primer caso, la rentabilidad sería de 10%, mientras que en el segundo caso sería de 1%.","14, 6","En el primer caso, la rentabilidad sería de diez por ciento y en el segundo caso sería de uno por ciento.",Vivian,14.0,6.0,,,,,,,
10036,10036_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"La o el inversionista es una organización, entidad, corporación o persona individual que utilizando recursos ﬁnancieros adquiere acciones, bonos, propiedades, inicia una empresa o ﬁnancia proyectos, asumiendo riesgos a cambio de rendimientos o retornos favorables.","12, 15","El o la inversionista es una organización, entidad, corporación o persona que utiliza el dinero para adquirir acciones, bonos, propiedades, entre otros.",Vivian,12.0,15.0,,,,,,,
10037,10037_LibroBAC.pdf,0,LibroBAC.pdf,219.0,Los intereses corresponden a pagos que se realizan por la utilización de dinero por un cierto plazo.,"17, 6, 1",Los intereses son pagos realizados por el uso del dinero por un cierto tiempo.,Vivian,17.0,6.0,1.0,,,,,,
10038,10038_LibroBAC.pdf,0,LibroBAC.pdf,219.0,Constituye un gasto para el deudor y una utilidad para la persona o entidad que presta.,"17, 1",Es un gasto para el deudor y una ganancia para el prestamista.,Vivian,17.0,1.0,,,,,,,
10040,10040_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"El interés acumulado se gana pero no se recibe o registra y el interés compuesto es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos.","15, 12",El interés acumulado se gana pero no se recibe y el interés compuesto es la suma del capital y el interés acumulado según el plazo.,Vivian,15.0,12.0,,,,,,,
10042,10042_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"Existe, asimismo, la tasa preferencial que se reﬁere a tasas de interés más bajas que se otorga a clientes preferenciales, cuando se adquiere un préstamo, especialmente cuando se realizan inversiones en proyectos o asuntos caliﬁcados.","15, 5",Las tasa preferencial son las tasas de interés más bajas otorgadas a clientes preferenciales cuando adquieren un préstamo.,Vivian,15.0,5.0,,,,,,,
10044,10044_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"Los inversionistas inteligentes miran mucho más allá, al colocar su dinero en inversiones en forma regular y al mantenerlo invertido por cinco, diez, quince o veinte años.","5, 6","Los unversionistas inteligentes invierten regularmente por cinco, diez, quince o veinte años.",Vivian,5.0,6.0,,,,,,,
10045,10045_LibroBAC.pdf,0,LibroBAC.pdf,219.0,” 113 El capital en efectivo o en otros recursos es utilizado para inversiones que potencialmente permitirán la obtención de una rentabilidad positiva.,"21, 6, 5",El capital es utilizado en inversiones que permitirán una una ganancia.,Vivian,21.0,6.0,5.0,,,,,,
10046,10046_LibroBAC.pdf,0,LibroBAC.pdf,219.0,"Para una mayor comprensión de la importancia de la inversión , se presenta el gráﬁco siguiente que ilustra su relación con los diversos elementos que componen el logro de la libertad, independencia o cultura ﬁnanciera.","17, 15, 6, 5","Para comprender la importancia de la inversión , se presenta el gráﬁco siguiente. Este ilustra su relación con los diversos elementos para el logro de la libertad ﬁnanciera.",Vivian,17.0,15.0,6.0,5.0,,,,,
10050,10050_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"El seguimiento o monitoreo y evaluación , que es la tercera etapa, permitirá ir visualizando la puesta en marcha y el cumplimiento del plan de acción, para contribuir al logro de sus objetivos y metas, así como plantear recomendaciones para evitar desviaciones; es decir, una forma de evaluación concurrente.","15, 21, 5, 1","La tercera etapa es el seguimiento y la evaluación. Esta permite ver el proceso y el cumplimiento del plan para el logro de las metas. También, permite hacer recomendaciones para evitar errores.",Vivian,15.0,21.0,5.0,1.0,,,,,
10052,10052_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"Esta etapa, asimismo, permitirá la realización ﬁnal de la evaluación para tomar lecciones de la experiencia y contar con recomendaciones que permitan orientar otras inversiones o reinversiones que se propongan realizar.","15, 5, 6","Además, permite evaluar para aprender de la experiencia y hacer recomendaciones que orienten inversiones futuras.",Vivian,15.0,5.0,6.0,,,,,,
10053,10053_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"Lo importante, entonces, es tener claro los objetivos y metas de la inversión, en qué se va a invertir y qué beneﬁcios se esperan lograr.","5, 6",Es importante aclarar los objetivos y las metas de la inversión.,Vivian,5.0,6.0,,,,,,,
10055,10055_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"Por lo general, se orientan hacia el mercado de capitales, pero también hay diversas opciones como las inversiones en educación propia y previsiones para el futuro cuando tenga sus hijos e hijas, en bienes inmobiliarios, en la creación de empresas y microempresas, en la participación por medio de acciones en empresas y compañías, en el establecimiento de negocios vía oferta de servicios, en la adquisición de otros bienes y servicios que con el tiempo aumentan de valor (muebles antiguos, pinturas, colecciones…), en el desarrollo de negocios pequeños, medianos y grandes, en el ﬁnanciamiento de proyectos y otras inversiones.","15, 16, 5, 6","Generalmente, se orientan hacia el mercado de capitales, pero también hay diversas opciones como las inversiones en educación propia y previsiones para el futuro.",Vivian,15.0,16.0,5.0,6.0,,,,,
10057,10057_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"Algunos especialistas aconsejan, por ejemplo, una vez deﬁnido lo que se quiere lograr con la inversión, poner en marcha su primera experiencia con montos iniciales y que se pueden incrementar periódicamente (un mes, un trimestre, un semestre…","16, 5, 4",Algunos especialistas recomiendan invertir con montos iniciales y aumentarlos periódicamente.,Vivian,16.0,5.0,4.0,,,,,,
10059,10059_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"Este tipo de inversiones permite ir ganando experiencia utilizando sus recursos de inmediato, al mismo tiempo que puede analizar los riesgos; pero, en lo posible, debe pensarse en inversiones a largo plazo Como se señaló anteriormente, la inversión utiliza parte o el total de recursos del ahorro de una persona, familia, empresa, comunidad o país que, a su vez, es el resultado de los ingresos menos el consumo.","6, 12, 15, 5, 21","Estas inversiones permiten ganar experiencia con el uso inmediato de los recursos y analizar los riesgos. Como se mencionó, la inversión utiliza parte o el total del dinero ahorrado.",Vivian,6.0,12.0,15.0,5.0,21.0,,,,
10061,10061_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"Por otro lado, gracias al ahorro que se utiliza para la inversión se obtiene lo que se conoce como rentabilidad (incremento de recursos como resultado de la inversión al acumularse intereses, utilidades, dividendos, acciones, rentas) que, comparado con un menor consumo, es igual o da como resultado el logro del objetivo de libertad ﬁnanciera.","16, 17, 5",Gracias al ahorro invertido se logra una ganancia.,Vivian,16.0,17.0,5.0,,,,,,
10063,10063_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"En el contexto de la inversión es importante, asimismo, la utilización del enfoque de planiﬁcación, en sus tres etapas principales que comprenden: diagnóstico; programación con la ﬁjación de metas y resultados esperados y el correspondiente plan de acción, la asignación de recursos por tipos de inversión; y ﬁnalmente, el seguimiento o monitoreo y la evaluación .","15, 21, 5","En la inversión es importante el uso del enfoque de planificación. Este tiene tres etapas principales: diagnóstico. Programación de metas, plan de acción y asignación de recursos por tipos de inversión. Seguimiento y evaluación.",Vivian,15.0,21.0,5.0,,,,,,
10067,10067_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"La primera etapa consiste en realizar un diagnóstico para conocer la situación en relación con los recursos, si son suﬁcientes, si la utilización de parte o del total del dinero disponible no acarreará problemas para atender las necesidades o los consumos necesarios, por cuanto tiempo se pueden invertir los ahorros o recursos ﬁnancieros, reunir las informaciones para la adopción de decisiones acertadas de las inversiones por realizar; así como otros temas que podrían ser útiles.","15, 5,1","La primera etapa consiste en hacer un diagnóstico para conocer los ahorros disponibles. Es decir, si son suficientes y por cuanto tiempo se pueden invertir.",Vivian,15.0,5.0,1.0,,,,,,
10069,10069_LibroBAC.pdf,0,LibroBAC.pdf,220.0,"En la segunda etapa de programación, se deﬁnen los objetivos y se ﬁjan las metas o resultados esperados, que deben ser lo más especíﬁcos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo deﬁnido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","15, 5","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.",Vivian,15.0,5.0,,,,,,,
10072,10072_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Debe tenerse presente que las inversiones, como se ha explicado, en el marco de un proceso de planiﬁcación deben considerar, entre otros, un plan de acción o un plan ﬁnanciero basado en: Iniciarse con un pequeño capital que no puede afectar a otra cosa más que a realizar negocios e inversiones.","15, 5","En el marco de planificación, las inversiones deben considerar un plan de acción .",Vivian,15.0,5.0,,,,,,,
10074,10074_LibroBAC.pdf,0,LibroBAC.pdf,221.0,Ese capital es “su” Fondo de Inversión privado y lo separará de sus otras cuentas.,"21, 1",Ese dinero es su fondo de inversión y lo separará de otras cuentas.,Vivian,21.0,1.0,,,,,,,
10075,10075_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Aprender -en un proceso sencillo y muy explicado- a realizar pequeños negocios inicialmente, para luego pasar a negocios medianos, grandes y ﬁnalmente inversiones ﬁnancieras .","16, 5","Aprender a hacer pequeños negocios para luego pasar a negocios medianos, grandes e inversiones financieras.",Vivian,16.0,5.0,,,,,,,
10076,10076_LibroBAC.pdf,0,LibroBAC.pdf,221.0,Este proceso cumple la función de “autoeducación” en el mundo de los negocios y las inversiones.,"21, 5",Este proceso cumple la autoeducación en los negocios y las inversiones.,Vivian,21.0,5.0,,,,,,,
10077,10077_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Consta de 28 ciclos que pueden cumplirse en un año cada uno, o en un plazo mucho menor (lo ideal y lo más probable; se entiende que diez o doce años es un plazo bastante lógico).","16, 14, 5, 1",Tiene veintiocho ciclos para cumplirse en un año cada uno o en un plazo menor.,Vivian,16.0,14.0,5.0,1.0,,,,,
10081,10081_LibroBAC.pdf,0,LibroBAC.pdf,221.0,1) El capital que se separa para “ crear la riqueza personal ” no puede afectarse para gastos personales.,"21, 17, 1",El dinero separado para crear la riqueza personas no se usa para gastos personales.,Vivian,21.0,17.0,1.0,,,,,,
10082,10082_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Cada quien tendrá que mantener sus gastos, pagar sus deudas y darse sus gustos personales con sus ingresos normales y habituales (sean sueldo, honorarios, etc.), pero estos gastos NO SE MEZCLAN con el “ capital para generar riqueza ”.","16, 21","Cada quien mantiene sus gastos, paga sus deudas y se da gustos con sus ingresos habituales. Pero estos gastos no se mezclan con los ahorros para inversión.",Vivian,16.0,21.0,,,,,,,
10085,10085_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"La idea básica es que, al tener una meta que cumplir -cosa que hoy no tiene- hará esfuerzos -que hoy no hace- para cumplirla.","16, 5, 6",Al tener una meta se esforzará para cumplirla.,Vivian,16.0,5.0,6.0,,,,,,
10086,10086_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Puede ocurrir que por sus habilidades personales, aptitudes o circunstancias, puede completar estos objetivos ANTES de que se cumpla un año -y entonces podrá iniciar el ciclo siguiente-, pero en el caso que no vaya “acelerado”, al menos tiene que cumplir los objetivos UNA VEZ al año (en este caso usará “ ciclos anuales ”).","6, 15, 21, 16, 5",Puede completar sus metas antes de un año por sus habilidades personales o circunstancias. Pero debe cumplir los objetivos al menos una vez al año.,Vivian,6.0,15.0,21.0,16.0,5.0,,,,
10087,10087_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"3) El proceso está orientado para que se eduque de un modo gradual y constante en las habilidades y conocimientos requeridos para los negocios, ﬁnanzas e inversiones.","17, 6, 1","Este proceso está orientado a educar gradual y constantemente en las habilidades y conocimientos necesarios para los negocios, finanzas e inversiones.",Vivian,17.0,6.0,1.0,,,,,,
10088,10088_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Tiene que educarse activamente en estas materias (rendimientos, balances y contabilidad, negocios, mercados, negociación, contratos) y desarrollar aptitudes comerciales.","6, 16, 1",Debe educarse en estas materias y desarrollar habilidades comerciales.,Vivian,6.0,16.0,1.0,,,,,,
10089,10089_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Como podrá ver a continuación, manejar $100 puede ser fácil (o parecerlo), pero manejar $500.000 no es sencillo .","16, 14, 5","Por ejemplo, manejar cien dólares puede ser fácil, pero manejar quinientos mil dólares no lo es.",Vivian,16.0,14.0,5.0,,,,,,
10091,10091_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Básicamente, esta experiencia que va a empezar, es un proceso de autoeducación motivada en que tiene objetivos por cumplir .","5, 17",Esta experiencia es un proceso de autoeducación motivada con objetivos por cumplir.,Vivian,5.0,17.0,,,,,,,
10092,10092_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Como descubrirá por usted mismo, si no aprende las reglas básicas de los negocios, las ﬁnanzas, los temas legales, contables, el análisis de las opciones y su rentabilidad, luego mientras más dinero tenga, más fallará a la hora de multiplicarlo.","5, 6","Si no aprende las reglas básicas de los negocios, las finanzas, las leyes, contables, análisis de opciones y su ganancia, cuando tenga más dinero más fallará en las inversiones.",Vivian,5.0,6.0,,,,,,,
10093,10093_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"""En el campo de las inversiones hay que tener en cuenta, asimismo, que pueden aparecer, como lo señalan Alonso, Brailovsky y Ortiz (1999), los “fenómenos de mente colectiva”, cuando aparecen los gurús de las inversiones para aconsejar sobre las inversiones del momento, cuál genera más recursos y, por lo tanto, dónde deben orientar su inversión.","21, 14, 15, 1, 5","Según Alonso, Brailovsky y Ortiz (mil novescientos noventa y nueve) en las inversiones pueden aparecer fenómenos de mente colectiva. Esto cuando aparecen los líderes de las inversiones para aconsejar sobre ellas.",Vivian,21.0,14.0,15.0,1.0,5.0,,,,
10094,10094_LibroBAC.pdf,0,LibroBAC.pdf,221.0,"Sobre el particular, dicen que las personas dentro de una multitud son arrastradas a hacer cosas que solas no lo harían y, citan lo siguiente:","6, 5, 1",Esos autores dicen que las personas en multitud hacen cosas que solas no haría. Mencionan:,Vivian,6.0,5.0,1.0,,,,,,
